"Plugin","Gutenberg-Compatible","Compatibility Reason","Active Installs"
"google-analytics-opt-out","likely_yes","Doesn't include editor functionality","6000"
"video-embedder","unknown","","6000"
"facebook-photo-fetcher","unknown","","6000"
"hit-counter-max","unknown","","6000"
"simplemodal-login","likely_yes","Doesn't include editor functionality","6000"
"mousewheel-smooth-scroll","unknown","","6000"
"easy-property-listings","unknown","","6000"
"jetpack-markdown","unknown","","6000"
"wp-category-archive","unknown","","6000"
"very-simple-event-list","unknown","","6000"
"insite-for-wp-personalization-made-easy","unknown","","6000"
"no-future-posts","unknown","","6000"
"envialosimple-email-marketing-y-newsletters-gratis","unknown","","6000"
"wp-awesome-faq","unknown","","6000"
"og","unknown","","6000"
"viglink","unknown","","6000"
"seo-data-transporter","unknown","","6000"
"pop-up","unknown","","6000"
"cloudinary-image-management-and-manipulation-in-the-cloud-cdn","unknown","","6000"
"gutenberg","yes","Existing functionality works in Gutenberg","6000"
"wp-mobile-edition","unknown","","5000"
"youtube-showcase","unknown","","5000"
"auto-submenu","unknown","","5000"
"prevent-content-copy-image-save","unknown","","5000"
"slate-admin-theme","unknown","","5000"
"authorizenet-woocommerce-addon","unknown","","5000"
"analytics-tracker","likely_yes","Doesn't include editor functionality","5000"
"bne-testimonials","unknown","","5000"
"simple-yearly-archive","unknown","","5000"
"wp-social-seo-booster","unknown","","5000"
"easy-timer","unknown","","5000"
"google-video-sitemap-feed-with-multisite-support","likely_yes","Doesn't include editor functionality","5000"
"acf-rus-to-lat","unknown","","5000"
"woo-mercado-pago-module","unknown","","5000"
"wp-gif-player","unknown","","5000"
"wp-post-columns","unknown","","5000"
"logo-slider-wp","unknown","","5000"
"float-to-top-button","unknown","","5000"
"wp-word-count","unknown","","5000"
"html-in-url","unknown","","5000"
"wp-menu-cart","unknown","","5000"
"jtrt-responsive-tables","unknown","","5000"
"multi-rating","unknown","","5000"
"accordion-shortcode-and-widget","unknown","","5000"
"external-media","unknown","","5000"
"allow-php-execute","unknown","","5000"
"admin-color-schemes","unknown","","5000"
"post-hit-counter","likely_yes","Doesn't include editor functionality","5000"
"the-future-is-now","unknown","","5000"
"team-builder","unknown","","5000"
"wp-geo","unknown","","5000"
"void-elementor-post-grid-addon-for-elementor-page-builder","unknown","","5000"
"simple-section-navigation","unknown","","5000"
"yandex-pinger","unknown","","5000"
"relative-url","unknown","","5000"
"material-design-for-contact-form-7","unknown","","5000"
"iflychat","unknown","","5000"
"cache-images","unknown","","5000"
"cherry-popups","unknown","","5000"
"rt-prettyphoto","unknown","","5000"
"swift-mailer","unknown","","5000"
"html-in-widget-titles","unknown","","5000"
"wp-fb-share-like-button","unknown","","5000"
"post-ratings","unknown","","5000"
"site-maintenance-mode","likely_yes","Doesn't include editor functionality","5000"
"redux-developer-mode-disabler","unknown","","5000"
"wp-server-stats","unknown","","5000"
"wp-cms-post-control","unknown","","5000"
"tagpages","unknown","","5000"
"wp-frontpage-news","unknown","","5000"
"black-studio-touch-dropdown-menu","unknown","","5000"
"always-edit-in-html","unknown","","5000"
"easy-vkontakte-connect","unknown","","5000"
"quick-event-manager","unknown","","5000"
"no-captcha-recaptcha-for-woocommerce","likely_yes","Doesn't include editor functionality","5000"
"pc-custom-css","unknown","","5000"
"disable-visual-editor-wysiwyg","unknown","","5000"
"mobile-assistant-connector","unknown","","5000"
"cp-contact-form-with-paypal","unknown","","5000"
"image-hover-effects","unknown","","5000"
"genericond","unknown","","5000"
"huzzaz-video-gallery","unknown","","5000"
"css","unknown","","5000"
"font-awesome-shortcodes","unknown","","5000"
"wp-emoji-one","unknown","","5000"
"custom-dashboard-widgets","unknown","","5000"
"mortgage-calculator","unknown","","5000"
"front-end-editor","unknown","","5000"
"kingkong-board","unknown","","5000"
"bbpress-enable-tinymce-visual-tab","unknown","","5000"
"require-featured-image","unknown","","5000"
"contact-form-7-newsletter","unknown","","5000"
"stopbadbots","unknown","","5000"
"comic-easel","unknown","","5000"
"cron-view","unknown","","5000"
"ultimate-landing-page","likely_yes","Doesn't include editor functionality","5000"
"log-out-shortcode","unknown","","5000"
"rss-via-shortcode-on-page-post","unknown","","5000"
"linkable-title-html-and-php-widget","unknown","","5000"
"ap-custom-testimonial","unknown","","5000"
"tumblr-widget-for-wordpress","unknown","","5000"
"wp-appbox","unknown","","5000"
"kstats-reloaded","unknown","","5000"
"ai-twitter-feeds","unknown","","5000"
"yith-woocommerce-cart-messages","unknown","","5000"
"soundcloud-master","unknown","","5000"
"rdfa-breadcrumb","unknown","","5000"
"device-mockups","unknown","","5000"
"mouseflow-for-wordpress","unknown","","5000"
"woocommerce-product-image-flipper","unknown","","5000"
"smartlook-visitor-screen-recording","unknown","","5000"
"amazon-auto-links","unknown","","5000"
"paypal-ipn","unknown","","5000"
"cardoza-3d-tag-cloud","unknown","","5000"
"local-search-seo-contact-page","unknown","","5000"
"post-list-featured-image","unknown","","5000"
"cimy-header-image-rotator","unknown","","5000"
